╔═══════════════════════════════════════════════════════════════════╗
║  Aurora MySQL vs PostgreSQL — 30-Minute Stress Test             ║
║  Instance: db.r7g.4xlarge | 1 Writer + 2 Readers per engine    ║
║  Rates: 200 400 1000 MB/s | Duration: 240s per test         ║
║  Started: Thu Mar 12 04:12:45 UTC 2026                               ║
╚═══════════════════════════════════════════════════════════════════╝

Checking connectivity...
  PG Writer: OK
  PG Reader: OK
  MySQL Writer: OK
  MySQL Reader: OK

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  TESTING AT 200 MB/s
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

>>> postgresql @ 200 MB/s (240s)

[2026-03-12T04:12:45.755056] Starting postgresql benchmark at 200 MB/s with 16 workers for 240s
[PostgreSQL] Created benchmark_data on aurora-bench-pg.cluster-chmyywwu8h83.us-east-2.rds.amazonaws.com

==========================================================================================
  POSTGRESQL BENCHMARK  |  Target: 200 MB/s  |  Duration: 240s
==========================================================================================
  Time |  Instant MB/s |   Avg MB/s |     Rows/s |    Total Rows |  Total GB |  Errors
   33s |      183.6 MB/s |   143.6 MB/s |    110,000 |     2,840,000 |    4.63 GB |       0
   34s |      150.2 MB/s |   143.8 MB/s |     90,000 |     2,930,000 |    4.78 GB |       0
   35s |      158.5 MB/s |   144.2 MB/s |     95,000 |     3,025,000 |    4.93 GB |       0
   36s |      175.2 MB/s |   145.1 MB/s |    105,000 |     3,130,000 |    5.10 GB |       0
   37s |      158.5 MB/s |   145.5 MB/s |     95,000 |     3,225,000 |    5.26 GB |       0
   38s |      158.5 MB/s |   145.8 MB/s |     95,000 |     3,320,000 |    5.41 GB |       0
   39s |      133.5 MB/s |   145.5 MB/s |     80,000 |     3,400,000 |    5.54 GB |       0
   40s |      141.9 MB/s |   145.4 MB/s |     85,000 |     3,485,000 |    5.68 GB |       0
   41s |      158.5 MB/s |   145.7 MB/s |     95,000 |     3,580,000 |    5.83 GB |       0
   42s |      158.5 MB/s |   146.0 MB/s |     95,000 |     3,675,000 |    5.99 GB |       0
   43s |      133.5 MB/s |   145.7 MB/s |     80,000 |     3,755,000 |    6.12 GB |       0
   44s |      150.2 MB/s |   145.8 MB/s |     90,000 |     3,845,000 |    6.27 GB |       0
   45s |      150.2 MB/s |   145.9 MB/s |     90,000 |     3,935,000 |    6.41 GB |       0
   46s |      150.2 MB/s |   146.0 MB/s |     90,000 |     4,025,000 |    6.56 GB |       0
   47s |      158.5 MB/s |   146.3 MB/s |     95,000 |     4,120,000 |    6.71 GB |       0
   48s |      141.9 MB/s |   146.2 MB/s |     85,000 |     4,205,000 |    6.85 GB |       0
   49s |      141.9 MB/s |   146.1 MB/s |     85,000 |     4,290,000 |    6.99 GB |       0
   50s |      150.2 MB/s |   146.2 MB/s |     90,000 |     4,380,000 |    7.14 GB |       0
   51s |      150.2 MB/s |   146.3 MB/s |     90,000 |     4,470,000 |    7.29 GB |       0
   52s |      150.2 MB/s |   146.3 MB/s |     90,000 |     4,560,000 |    7.43 GB |       0
   53s |      158.5 MB/s |   146.6 MB/s |     95,000 |     4,655,000 |    7.59 GB |       0
   54s |      141.9 MB/s |   146.5 MB/s |     85,000 |     4,740,000 |    7.73 GB |       0
   55s |      141.9 MB/s |   146.4 MB/s |     85,000 |     4,825,000 |    7.86 GB |       0
   56s |      158.5 MB/s |   146.6 MB/s |     95,000 |     4,920,000 |    8.02 GB |       0
   57s |      141.9 MB/s |   146.5 MB/s |     85,000 |     5,005,000 |    8.16 GB |       0
   58s |      141.9 MB/s |   146.4 MB/s |     85,000 |     5,090,000 |    8.30 GB |       0
   59s |      141.9 MB/s |   146.4 MB/s |     85,000 |     5,175,000 |    8.43 GB |       0
   60s |      150.2 MB/s |   146.4 MB/s |     90,000 |     5,265,000 |    8.58 GB |       0
   61s |      150.2 MB/s |   146.5 MB/s |     90,000 |     5,355,000 |    8.73 GB |       0
   62s |      150.2 MB/s |   146.6 MB/s |     90,000 |     5,445,000 |    8.87 GB |       0
   63s |      158.5 MB/s |   146.7 MB/s |     95,000 |     5,540,000 |    9.03 GB |       0
   64s |      133.5 MB/s |   146.5 MB/s |     80,000 |     5,620,000 |    9.16 GB |       0
   65s |      150.2 MB/s |   146.6 MB/s |     90,000 |     5,710,000 |    9.31 GB |       0
   66s |      141.9 MB/s |   146.5 MB/s |     85,000 |     5,795,000 |    9.44 GB |       0
   67s |      133.5 MB/s |   146.3 MB/s |     80,000 |     5,875,000 |    9.58 GB |       0
   68s |      158.5 MB/s |   146.5 MB/s |     95,000 |     5,970,000 |    9.73 GB |       0
   69s |      150.2 MB/s |   146.6 MB/s |     90,000 |     6,060,000 |    9.88 GB |       0
   70s |      141.9 MB/s |   146.5 MB/s |     85,000 |     6,145,000 |   10.02 GB |       0
   71s |      150.2 MB/s |   146.5 MB/s |     90,000 |     6,235,000 |   10.16 GB |       0
   72s |      150.2 MB/s |   146.6 MB/s |     90,000 |     6,325,000 |   10.31 GB |       0
   73s |      158.5 MB/s |   146.8 MB/s |     95,000 |     6,420,000 |   10.46 GB |       0
   74s |      141.9 MB/s |   146.7 MB/s |     85,000 |     6,505,000 |   10.60 GB |       0
   75s |      158.5 MB/s |   146.8 MB/s |     95,000 |     6,600,000 |   10.76 GB |       0
   76s |      166.9 MB/s |   147.1 MB/s |    100,000 |     6,700,000 |   10.92 GB |       0
   77s |      150.2 MB/s |   147.2 MB/s |     90,000 |     6,790,000 |   11.07 GB |       0
   78s |      175.2 MB/s |   147.5 MB/s |    105,000 |     6,895,000 |   11.24 GB |       0
   79s |      183.6 MB/s |   148.0 MB/s |    110,000 |     7,005,000 |   11.42 GB |       0
   80s |      141.9 MB/s |   147.9 MB/s |     85,000 |     7,090,000 |   11.56 GB |       0
   81s |      175.2 MB/s |   148.2 MB/s |    105,000 |     7,195,000 |   11.73 GB |       0
   82s |      158.5 MB/s |   148.4 MB/s |     95,000 |     7,290,000 |   11.88 GB |       0
   83s |      158.5 MB/s |   148.5 MB/s |     95,000 |     7,385,000 |   12.04 GB |       0
   84s |      150.2 MB/s |   148.5 MB/s |     90,000 |     7,475,000 |   12.18 GB |       0
   85s |      158.5 MB/s |   148.6 MB/s |     95,000 |     7,570,000 |   12.34 GB |       0
   86s |      141.9 MB/s |   148.5 MB/s |     85,000 |     7,655,000 |   12.48 GB |       0
   87s |      150.2 MB/s |   148.6 MB/s |     90,000 |     7,745,000 |   12.62 GB |       0
   88s |      150.2 MB/s |   148.6 MB/s |     90,000 |     7,835,000 |   12.77 GB |       0
   89s |      150.2 MB/s |   148.6 MB/s |     90,000 |     7,925,000 |   12.92 GB |       0
   90s |      158.5 MB/s |   148.7 MB/s |     95,000 |     8,020,000 |   13.07 GB |       0
   91s |      141.9 MB/s |   148.6 MB/s |     85,000 |     8,105,000 |   13.21 GB |       0
   92s |      158.5 MB/s |   148.7 MB/s |     95,000 |     8,200,000 |   13.36 GB |       0
   93s |      150.2 MB/s |   148.8 MB/s |     90,000 |     8,290,000 |   13.51 GB |       0
   94s |      150.2 MB/s |   148.8 MB/s |     90,000 |     8,380,000 |   13.66 GB |       0
   95s |      166.9 MB/s |   149.0 MB/s |    100,000 |     8,480,000 |   13.82 GB |       0
   96s |      150.2 MB/s |   149.0 MB/s |     90,000 |     8,570,000 |   13.97 GB |       0
   97s |      150.2 MB/s |   149.0 MB/s |     90,000 |     8,660,000 |   14.11 GB |       0
   98s |      150.2 MB/s |   149.0 MB/s |     90,000 |     8,750,000 |   14.26 GB |       0
   99s |      166.9 MB/s |   149.2 MB/s |    100,000 |     8,850,000 |   14.42 GB |       0
  100s |      150.2 MB/s |   149.2 MB/s |     90,000 |     8,940,000 |   14.57 GB |       0
  101s |      150.2 MB/s |   149.2 MB/s |     90,000 |     9,030,000 |   14.72 GB |       0
  102s |      158.5 MB/s |   149.3 MB/s |     95,000 |     9,125,000 |   14.87 GB |       0
  103s |      191.9 MB/s |   149.7 MB/s |    115,000 |     9,240,000 |   15.06 GB |       0
  104s |      158.5 MB/s |   149.8 MB/s |     95,000 |     9,335,000 |   15.21 GB |       0
  105s |      166.9 MB/s |   149.9 MB/s |    100,000 |     9,435,000 |   15.38 GB |       0
  106s |      150.2 MB/s |   150.0 MB/s |     90,000 |     9,525,000 |   15.52 GB |       0
  107s |      158.5 MB/s |   150.0 MB/s |     95,000 |     9,620,000 |   15.68 GB |       0
  108s |      158.5 MB/s |   150.1 MB/s |     95,000 |     9,715,000 |   15.83 GB |       0
  109s |      158.5 MB/s |   150.2 MB/s |     95,000 |     9,810,000 |   15.99 GB |       0
  110s |      141.9 MB/s |   150.1 MB/s |     85,000 |     9,895,000 |   16.13 GB |       0
  111s |      158.5 MB/s |   150.2 MB/s |     95,000 |     9,990,000 |   16.28 GB |       0
  112s |      150.2 MB/s |   150.2 MB/s |     90,000 |    10,080,000 |   16.43 GB |       0
  113s |      158.5 MB/s |   150.3 MB/s |     95,000 |    10,175,000 |   16.58 GB |       0
  114s |      150.2 MB/s |   150.3 MB/s |     90,000 |    10,265,000 |   16.73 GB |       0
  115s |      166.9 MB/s |   150.4 MB/s |    100,000 |    10,365,000 |   16.89 GB |       0
  116s |      150.2 MB/s |   150.4 MB/s |     90,000 |    10,455,000 |   17.04 GB |       0
  117s |      166.9 MB/s |   150.5 MB/s |    100,000 |    10,555,000 |   17.20 GB |       0
  118s |      175.2 MB/s |   150.8 MB/s |    105,000 |    10,660,000 |   17.37 GB |       0
  119s |      141.9 MB/s |   150.7 MB/s |     85,000 |    10,745,000 |   17.51 GB |       0
  120s |      166.9 MB/s |   150.8 MB/s |    100,000 |    10,845,000 |   17.68 GB |       0
  121s |      183.6 MB/s |   151.1 MB/s |    110,000 |    10,955,000 |   17.85 GB |       0
  122s |      133.5 MB/s |   150.9 MB/s |     80,000 |    11,035,000 |   17.99 GB |       0
  123s |      175.2 MB/s |   151.1 MB/s |    105,000 |    11,140,000 |   18.16 GB |       0
  124s |      158.5 MB/s |   151.2 MB/s |     95,000 |    11,235,000 |   18.31 GB |       0
  125s |      133.5 MB/s |   151.1 MB/s |     80,000 |    11,315,000 |   18.44 GB |       0
  126s |      158.5 MB/s |   151.1 MB/s |     95,000 |    11,410,000 |   18.60 GB |       0
  127s |      175.2 MB/s |   151.3 MB/s |    105,000 |    11,515,000 |   18.77 GB |       0
  128s |      141.9 MB/s |   151.2 MB/s |     85,000 |    11,600,000 |   18.91 GB |       0
  129s |      150.2 MB/s |   151.2 MB/s |     90,000 |    11,690,000 |   19.05 GB |       0
  130s |      158.5 MB/s |   151.3 MB/s |     95,000 |    11,785,000 |   19.21 GB |       0
  131s |      158.5 MB/s |   151.3 MB/s |     95,000 |    11,880,000 |   19.36 GB |       0
  132s |      141.9 MB/s |   151.3 MB/s |     85,000 |    11,965,000 |   19.50 GB |       0
  133s |      166.9 MB/s |   151.4 MB/s |    100,000 |    12,065,000 |   19.66 GB |       0
  134s |      141.9 MB/s |   151.3 MB/s |     85,000 |    12,150,000 |   19.80 GB |       0
  135s |      166.9 MB/s |   151.4 MB/s |    100,000 |    12,250,000 |   19.97 GB |       0
  136s |      175.2 MB/s |   151.6 MB/s |    105,000 |    12,355,000 |   20.14 GB |       0
  137s |      158.5 MB/s |   151.6 MB/s |     95,000 |    12,450,000 |   20.29 GB |       0
  138s |      141.9 MB/s |   151.6 MB/s |     85,000 |    12,535,000 |   20.43 GB |       0
  139s |      150.2 MB/s |   151.6 MB/s |     90,000 |    12,625,000 |   20.58 GB |       0
  140s |      183.6 MB/s |   151.8 MB/s |    110,000 |    12,735,000 |   20.76 GB |       0
  141s |      133.5 MB/s |   151.7 MB/s |     80,000 |    12,815,000 |   20.89 GB |       0
  142s |      200.3 MB/s |   152.0 MB/s |    120,000 |    12,935,000 |   21.08 GB |       0
  143s |      141.9 MB/s |   151.9 MB/s |     85,000 |    13,020,000 |   21.22 GB |       0
  144s |      166.9 MB/s |   152.0 MB/s |    100,000 |    13,120,000 |   21.38 GB |       0
  145s |      158.5 MB/s |   152.1 MB/s |     95,000 |    13,215,000 |   21.54 GB |       0
  146s |      141.9 MB/s |   152.0 MB/s |     85,000 |    13,300,000 |   21.68 GB |       0
  147s |      166.9 MB/s |   152.1 MB/s |    100,000 |    13,400,000 |   21.84 GB |       0
  148s |      141.9 MB/s |   152.0 MB/s |     85,000 |    13,485,000 |   21.98 GB |       0
  149s |      150.2 MB/s |   152.0 MB/s |     90,000 |    13,575,000 |   22.12 GB |       0
  150s |      158.5 MB/s |   152.1 MB/s |     95,000 |    13,670,000 |   22.28 GB |       0
  151s |      141.9 MB/s |   152.0 MB/s |     85,000 |    13,755,000 |   22.42 GB |       0
  152s |      150.2 MB/s |   152.0 MB/s |     90,000 |    13,845,000 |   22.56 GB |       0
  153s |      150.2 MB/s |   152.0 MB/s |     90,000 |    13,935,000 |   22.71 GB |       0
  154s |      158.5 MB/s |   152.0 MB/s |     95,000 |    14,030,000 |   22.87 GB |       0
  155s |      158.5 MB/s |   152.1 MB/s |     95,000 |    14,125,000 |   23.02 GB |       0
  156s |      141.9 MB/s |   152.0 MB/s |     85,000 |    14,210,000 |   23.16 GB |       0
  157s |      141.9 MB/s |   151.9 MB/s |     85,000 |    14,295,000 |   23.30 GB |       0
  158s |      133.5 MB/s |   151.8 MB/s |     80,000 |    14,375,000 |   23.43 GB |       0
  159s |      158.5 MB/s |   151.9 MB/s |     95,000 |    14,470,000 |   23.58 GB |       0
  160s |      158.5 MB/s |   151.9 MB/s |     95,000 |    14,565,000 |   23.74 GB |       0
  161s |      141.9 MB/s |   151.8 MB/s |     85,000 |    14,650,000 |   23.88 GB |       0
  162s |      133.5 MB/s |   151.7 MB/s |     80,000 |    14,730,000 |   24.01 GB |       0
  163s |      141.9 MB/s |   151.7 MB/s |     85,000 |    14,815,000 |   24.15 GB |       0
  164s |      141.9 MB/s |   151.6 MB/s |     85,000 |    14,900,000 |   24.28 GB |       0
  165s |      150.2 MB/s |   151.6 MB/s |     90,000 |    14,990,000 |   24.43 GB |       0
  166s |      141.9 MB/s |   151.5 MB/s |     85,000 |    15,075,000 |   24.57 GB |       0
  167s |      141.9 MB/s |   151.5 MB/s |     85,000 |    15,160,000 |   24.71 GB |       0
  168s |      141.9 MB/s |   151.4 MB/s |     85,000 |    15,245,000 |   24.85 GB |       0
  169s |      133.5 MB/s |   151.3 MB/s |     80,000 |    15,325,000 |   24.98 GB |       0
  170s |      141.9 MB/s |   151.3 MB/s |     85,000 |    15,410,000 |   25.12 GB |       0
  171s |      141.9 MB/s |   151.2 MB/s |     85,000 |    15,495,000 |   25.25 GB |       0
  172s |      150.2 MB/s |   151.2 MB/s |     90,000 |    15,585,000 |   25.40 GB |       0
  173s |      141.9 MB/s |   151.2 MB/s |     85,000 |    15,670,000 |   25.54 GB |       0
  174s |      141.9 MB/s |   151.1 MB/s |     85,000 |    15,755,000 |   25.68 GB |       0
  175s |      141.9 MB/s |   151.0 MB/s |     85,000 |    15,840,000 |   25.82 GB |       0
  176s |      141.9 MB/s |   151.0 MB/s |     85,000 |    15,925,000 |   25.95 GB |       0
  177s |      158.5 MB/s |   151.0 MB/s |     95,000 |    16,020,000 |   26.11 GB |       0
  178s |      150.2 MB/s |   151.0 MB/s |     90,000 |    16,110,000 |   26.26 GB |       0
  179s |      141.9 MB/s |   151.0 MB/s |     85,000 |    16,195,000 |   26.39 GB |       0
  180s |      133.5 MB/s |   150.9 MB/s |     80,000 |    16,275,000 |   26.53 GB |       0
  181s |      133.5 MB/s |   150.8 MB/s |     80,000 |    16,355,000 |   26.66 GB |       0
  182s |      141.9 MB/s |   150.7 MB/s |     85,000 |    16,440,000 |   26.79 GB |       0
  183s |      158.5 MB/s |   150.8 MB/s |     95,000 |    16,535,000 |   26.95 GB |       0
  184s |      150.2 MB/s |   150.8 MB/s |     90,000 |    16,625,000 |   27.10 GB |       0
  185s |      150.2 MB/s |   150.8 MB/s |     90,000 |    16,715,000 |   27.24 GB |       0
  186s |      150.2 MB/s |   150.8 MB/s |     90,000 |    16,805,000 |   27.39 GB |       0
  187s |      133.5 MB/s |   150.7 MB/s |     80,000 |    16,885,000 |   27.52 GB |       0
  188s |      166.9 MB/s |   150.8 MB/s |    100,000 |    16,985,000 |   27.68 GB |       0
  189s |      158.5 MB/s |   150.8 MB/s |     95,000 |    17,080,000 |   27.84 GB |       0
  190s |      141.9 MB/s |   150.8 MB/s |     85,000 |    17,165,000 |   27.98 GB |       0
  191s |      150.2 MB/s |   150.8 MB/s |     90,000 |    17,255,000 |   28.12 GB |       0
  192s |      166.9 MB/s |   150.8 MB/s |    100,000 |    17,355,000 |   28.29 GB |       0
  193s |      158.5 MB/s |   150.9 MB/s |     95,000 |    17,450,000 |   28.44 GB |       0
  194s |      158.5 MB/s |   150.9 MB/s |     95,000 |    17,545,000 |   28.60 GB |       0
  195s |      166.9 MB/s |   151.0 MB/s |    100,000 |    17,645,000 |   28.76 GB |       0
  196s |      158.5 MB/s |   151.0 MB/s |     95,000 |    17,740,000 |   28.91 GB |       0
  197s |      183.6 MB/s |   151.2 MB/s |    110,000 |    17,850,000 |   29.09 GB |       0
  198s |      166.9 MB/s |   151.3 MB/s |    100,000 |    17,950,000 |   29.26 GB |       0
  199s |      158.5 MB/s |   151.3 MB/s |     95,000 |    18,045,000 |   29.41 GB |       0
  200s |      158.5 MB/s |   151.4 MB/s |     95,000 |    18,140,000 |   29.56 GB |       0
  201s |      150.2 MB/s |   151.3 MB/s |     90,000 |    18,230,000 |   29.71 GB |       0
  202s |      166.9 MB/s |   151.4 MB/s |    100,000 |    18,330,000 |   29.87 GB |       0
  203s |      141.9 MB/s |   151.4 MB/s |     85,000 |    18,415,000 |   30.01 GB |       0
  204s |      133.5 MB/s |   151.3 MB/s |     80,000 |    18,495,000 |   30.14 GB |       0
  205s |      150.2 MB/s |   151.3 MB/s |     90,000 |    18,585,000 |   30.29 GB |       0
  206s |      133.5 MB/s |   151.2 MB/s |     80,000 |    18,665,000 |   30.42 GB |       0
  207s |      150.2 MB/s |   151.2 MB/s |     90,000 |    18,755,000 |   30.57 GB |       0
  208s |      133.5 MB/s |   151.1 MB/s |     80,000 |    18,835,000 |   30.70 GB |       0
  209s |      166.9 MB/s |   151.2 MB/s |    100,000 |    18,935,000 |   30.86 GB |       0
  210s |      133.5 MB/s |   151.1 MB/s |     80,000 |    19,015,000 |   30.99 GB |       0
  211s |      158.5 MB/s |   151.1 MB/s |     95,000 |    19,110,000 |   31.15 GB |       0
  212s |      150.2 MB/s |   151.1 MB/s |     90,000 |    19,200,000 |   31.29 GB |       0
  213s |      150.2 MB/s |   151.1 MB/s |     90,000 |    19,290,000 |   31.44 GB |       0
  214s |      150.2 MB/s |   151.1 MB/s |     90,000 |    19,380,000 |   31.59 GB |       0
  215s |      158.5 MB/s |   151.2 MB/s |     95,000 |    19,475,000 |   31.74 GB |       0
  216s |      141.9 MB/s |   151.1 MB/s |     85,000 |    19,560,000 |   31.88 GB |       0
  217s |      133.5 MB/s |   151.0 MB/s |     80,000 |    19,640,000 |   32.01 GB |       0
  218s |      158.5 MB/s |   151.1 MB/s |     95,000 |    19,735,000 |   32.16 GB |       0
  219s |      141.9 MB/s |   151.0 MB/s |     85,000 |    19,820,000 |   32.30 GB |       0
  220s |      150.2 MB/s |   151.0 MB/s |     90,000 |    19,910,000 |   32.45 GB |       0
  221s |      150.2 MB/s |   151.0 MB/s |     90,000 |    20,000,000 |   32.60 GB |       0
  222s |      150.2 MB/s |   151.0 MB/s |     90,000 |    20,090,000 |   32.74 GB |       0
  223s |      150.2 MB/s |   151.0 MB/s |     90,000 |    20,180,000 |   32.89 GB |       0
  224s |      150.2 MB/s |   151.0 MB/s |     90,000 |    20,270,000 |   33.04 GB |       0
  225s |      166.9 MB/s |   151.1 MB/s |    100,000 |    20,370,000 |   33.20 GB |       0
  226s |      141.9 MB/s |   151.0 MB/s |     85,000 |    20,455,000 |   33.34 GB |       0
  227s |      150.2 MB/s |   151.0 MB/s |     90,000 |    20,545,000 |   33.48 GB |       0
  228s |      158.5 MB/s |   151.1 MB/s |     95,000 |    20,640,000 |   33.64 GB |       0
  229s |      150.2 MB/s |   151.1 MB/s |     90,000 |    20,730,000 |   33.79 GB |       0
  230s |      150.2 MB/s |   151.1 MB/s |     90,000 |    20,820,000 |   33.93 GB |       0
  231s |      150.2 MB/s |   151.1 MB/s |     90,000 |    20,910,000 |   34.08 GB |       0
  232s |      166.9 MB/s |   151.1 MB/s |    100,000 |    21,010,000 |   34.24 GB |       0
  233s |      141.9 MB/s |   151.1 MB/s |     85,000 |    21,095,000 |   34.38 GB |       0
  234s |      141.9 MB/s |   151.0 MB/s |     85,000 |    21,180,000 |   34.52 GB |       0
  235s |      208.6 MB/s |   151.3 MB/s |    125,000 |    21,305,000 |   34.72 GB |       0
  236s |      125.2 MB/s |   151.2 MB/s |     75,000 |    21,380,000 |   34.85 GB |       0
  237s |      108.5 MB/s |   151.0 MB/s |     65,000 |    21,445,000 |   34.95 GB |       0
  238s |      108.5 MB/s |   150.8 MB/s |     65,000 |    21,510,000 |   35.06 GB |       0
  239s |      141.9 MB/s |   150.8 MB/s |     85,000 |    21,595,000 |   35.20 GB |       0
  240s |      133.5 MB/s |   150.7 MB/s |     80,000 |    21,675,000 |   35.33 GB |       0
  241s |      133.5 MB/s |   150.6 MB/s |     80,000 |    21,755,000 |   35.46 GB |       0

--- MYSQL SUMMARY ---
  Target:       1000 MB/s
  Actual Avg:   150.6 MB/s  (15% of target)
  Total Data:   35.46 GB
  Total Rows:   21,755,000
  Errors:       0
  Duration:     241.0s
  Status:       FAIL


JSON_RESULT:{"engine": "mysql", "target_mbps": 1000, "actual_mbps": 151.3, "achieved_pct": 15.1, "total_gb": 35.46, "total_rows": 21755000, "errors": 0, "duration_sec": 240, "workers": 16, "status": "FAIL", "timestamp": "2026-03-12T04:38:22.548518"}
Cooldown 15s...

╔═══════════════════════════════════════════════════════════════════╗
║                    RESULTS COMPARISON                           ║
╚═══════════════════════════════════════════════════════════════════╝

Engine          Target   Actual       %     Data           Rows   Errors     Status
------------------------------------------------------------------------------
mysql            200    155.2     78%   36.38     22,320,000        0   DEGRADED
postgresql       200    102.7     51%   24.06     21,950,000        0   DEGRADED
mysql            400    145.4     36%   34.09     20,915,000        0       FAIL
postgresql       400    101.9     26%   23.89     21,795,000        0       FAIL
mysql           1000    151.3     15%   35.46     21,755,000        0       FAIL
postgresql      1000     99.5     10%   23.32     21,280,000        0       FAIL

  200 MB/s: MySQL wins  [PG=103 DEGRADED | MySQL=155 DEGRADED]
  400 MB/s: MySQL wins  [PG=102 FAIL | MySQL=145 FAIL]
  1000 MB/s: MySQL wins  [PG=100 FAIL | MySQL=151 FAIL]

Generating HTML report with charts...
Loading benchmark results...
Pulling CloudWatch metrics (this takes ~30s)...
Generating charts...

Report saved to: /home/ec2-user/results/benchmark_report_20260312_041245.html
Size: 0.8 MB
Download it: scp ec2-user@<EC2_IP>:/home/ec2-user/results/benchmark_report.html .

════════════════════════════════════════════════════════════════════
  ALL DONE!
════════════════════════════════════════════════════════════════════

  Report:  /home/ec2-user/results/benchmark_report_20260312_041245.html
  Logs:    /home/ec2-user/results/

  Download the report:
    scp -i <key> ec2-user@$(curl -s http://169.254.169.254/latest/meta-data/public-ipv4):/home/ec2-user/results/benchmark_report_20260312_041245.html .

  NEXT: Destroy infrastructure!
    bash scripts/destroy.sh
